"REF_pm";"LIB_SECTEUR_ACTIVITE";"LIB_ACTIVITE";"LIB_PRODUIT";"BRANCHE";"LIB_SOUS_BRANCHE";"age_contract";"category";"candidate_product";"Bought";"score";"email"
"487908";"HÔTELS ET RESTAURANTS";"RESTAURATION DE TYPE RAPIDE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Hospitality & Leisure";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9999999999501062";"ahmed10@gmail.com"
"487908";"HÔTELS ET RESTAURANTS";"RESTAURATION DE TYPE RAPIDE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Hospitality & Leisure";"MULTIRISQUE HOTELIER";"0";"0.06327038363048";"ahmed10@gmail.com"
"487908";"HÔTELS ET RESTAURANTS";"RESTAURATION DE TYPE RAPIDE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Hospitality & Leisure";"INCENDIE RISQUES SIMPLE";"0";"0.0457944739203786";"ahmed10@gmail.com"
"487908";"HÔTELS ET RESTAURANTS";"RESTAURATION DE TYPE RAPIDE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Hospitality & Leisure";"VOL TOUTE CATEGORIES";"0";"0.0";"ahmed10@gmail.com"
"488026";"SERVICES AUXILIAIRES DES TRANSPORTS";"MANUTENTION PORTUAIRE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9999999999536132";"ahmed10@gmail.com"
"488026";"SERVICES AUXILIAIRES DES TRANSPORTS";"MANUTENTION PORTUAIRE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"TRANSPORT CORPS AVIATION";"0";"0.0";"ahmed10@gmail.com"
"488026";"SERVICES AUXILIAIRES DES TRANSPORTS";"MANUTENTION PORTUAIRE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PECHE)";"0";"0.0";"ahmed10@gmail.com"
"488026";"SERVICES AUXILIAIRES DES TRANSPORTS";"MANUTENTION PORTUAIRE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PLAISANCE)";"0";"0.0";"ahmed10@gmail.com"
"488026";"SERVICES AUXILIAIRES DES TRANSPORTS";"MANUTENTION PORTUAIRE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"ASSISTANCES EN VOYAGES - PLAN BASIQUE";"0";"0.0";"ahmed10@gmail.com"
"488026";"SERVICES AUXILIAIRES DES TRANSPORTS";"MANUTENTION PORTUAIRE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE TERRESTRE)";"0";"0.0";"ahmed10@gmail.com"
"488026";"SERVICES AUXILIAIRES DES TRANSPORTS";"MANUTENTION PORTUAIRE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE AERIEN)";"0";"0.0";"ahmed10@gmail.com"
"488026";"SERVICES AUXILIAIRES DES TRANSPORTS";"MANUTENTION PORTUAIRE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE MARITIME)";"0";"0.0";"ahmed10@gmail.com"
"493603";"TRANSPORTS TERRESTRES";"TRANSPORTS ROUTIERS DE MARCHANDISES INTERURBAINS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Transport & Logistics";"AUTOMOBILE II";"1";"0.9999999999594228";"ahmed10@gmail.com"
"493603";"TRANSPORTS TERRESTRES";"TRANSPORTS ROUTIERS DE MARCHANDISES INTERURBAINS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE MARITIME)";"0";"0.0";"ahmed10@gmail.com"
"493603";"TRANSPORTS TERRESTRES";"TRANSPORTS ROUTIERS DE MARCHANDISES INTERURBAINS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Transport & Logistics";"TRANSPORT CORPS AVIATION";"0";"0.0";"ahmed10@gmail.com"
"493603";"TRANSPORTS TERRESTRES";"TRANSPORTS ROUTIERS DE MARCHANDISES INTERURBAINS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE TERRESTRE)";"0";"0.0";"ahmed10@gmail.com"
"493603";"TRANSPORTS TERRESTRES";"TRANSPORTS ROUTIERS DE MARCHANDISES INTERURBAINS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PECHE)";"0";"0.0";"ahmed10@gmail.com"
"493603";"TRANSPORTS TERRESTRES";"TRANSPORTS ROUTIERS DE MARCHANDISES INTERURBAINS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PLAISANCE)";"0";"0.0";"ahmed10@gmail.com"
"493603";"TRANSPORTS TERRESTRES";"TRANSPORTS ROUTIERS DE MARCHANDISES INTERURBAINS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Transport & Logistics";"ASSISTANCES EN VOYAGES - PLAN BASIQUE";"0";"0.0";"ahmed10@gmail.com"
"493603";"TRANSPORTS TERRESTRES";"TRANSPORTS ROUTIERS DE MARCHANDISES INTERURBAINS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE AERIEN)";"0";"0.0";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE II";"1";"0.9999999999617414";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Commerce & Services";"POLICE ABONNEMENT(FACULTE MARITIME)";"1";"0.9258841934092727";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE";"0";"0.3278575563162702";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE LEASING";"0";"0.3053848041456888";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"INCENDIE COMMERCIAL / LEASING";"0";"0.2021418689763114";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES";"0";"0.1817363613811802";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Commerce & Services";"INCENDIE COMMERCIAL / LEASING";"0";"0.169872780650517";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES";"0";"0.1498591276030806";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Commerce & Services";"AUTOMOBILE LEASING";"0";"0.1203415326113398";"ahmed10@gmail.com"
"496786";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"AGRICULTEURS";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Commerce & Services";"AUTOMOBILE";"0";"0.0";"ahmed10@gmail.com"
"498197";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ACTIVITÉS DE NETTOYAGE";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE II";"1";"0.9999999999531144";"ahmed10@gmail.com"
"498197";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ACTIVITÉS DE NETTOYAGE";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE";"0";"0.177644992615251";"ahmed10@gmail.com"
"498197";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ACTIVITÉS DE NETTOYAGE";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE LEASING";"0";"0.1527090756057326";"ahmed10@gmail.com"
"498197";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ACTIVITÉS DE NETTOYAGE";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"INCENDIE COMMERCIAL / LEASING";"0";"0.0328140408249263";"ahmed10@gmail.com"
"498197";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ACTIVITÉS DE NETTOYAGE";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES";"0";"0.0";"ahmed10@gmail.com"
"498213";"";"CLINIQUE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Other";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9999999999480056";"ahmed10@gmail.com"
"498213";"";"CLINIQUE";"RESPONSABILITE CIVILE";"RISQUES DIVERS";"RESPONSABILITE CIVILE";"0.0";"Other";"RESPONSABILITE CIVILE";"1";"0.7735412112282019";"ahmed10@gmail.com"
"498213";"";"CLINIQUE";"MULTIRISQUES PROFESSIONNELLES";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"7.0";"Other";"MULTIRISQUES PROFESSIONNELLES";"1";"0.5801618817246356";"ahmed10@gmail.com"
"498213";"";"CLINIQUE";"MULTIRISQUES PROFESSIONNELLES";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"7.0";"Other";"RESPONSABILITE CIVILE";"0";"0.0636911658659206";"ahmed10@gmail.com"
"498213";"";"CLINIQUE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.0";"ahmed10@gmail.com"
"500075";"";"CLINIQUE";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"AUTOMOBILE";"1";"0.9999999999567656";"ahmed10@gmail.com"
"500075";"";"CLINIQUE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Other";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9818164421760388";"ahmed10@gmail.com"
"500075";"";"CLINIQUE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.1502949107705003";"ahmed10@gmail.com"
"500075";"";"CLINIQUE";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.0";"ahmed10@gmail.com"
"500078";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9999999999536132";"ahmed10@gmail.com"
"500078";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PLAISANCE)";"0";"0.0";"ahmed10@gmail.com"
"500078";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE MARITIME)";"0";"0.0";"ahmed10@gmail.com"
"500078";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"TRANSPORT CORPS AVIATION";"0";"0.0";"ahmed10@gmail.com"
"500078";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"ASSISTANCES EN VOYAGES - PLAN BASIQUE";"0";"0.0";"ahmed10@gmail.com"
"500078";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PECHE)";"0";"0.0";"ahmed10@gmail.com"
"500078";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE AERIEN)";"0";"0.0";"ahmed10@gmail.com"
"500078";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE TERRESTRE)";"0";"0.0";"ahmed10@gmail.com"
"500482";"COMMERCE ET RÉPARATION AUTOMOBILE";"COMMERCE DE GROS D ÉQUIPEMENTS AUTOMOBILES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE II";"1";"0.9999999999530303";"ahmed10@gmail.com"
"500482";"COMMERCE ET RÉPARATION AUTOMOBILE";"COMMERCE DE GROS D ÉQUIPEMENTS AUTOMOBILES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE";"0";"0.1742290774015057";"ahmed10@gmail.com"
"500482";"COMMERCE ET RÉPARATION AUTOMOBILE";"COMMERCE DE GROS D ÉQUIPEMENTS AUTOMOBILES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE LEASING";"0";"0.1522552970783609";"ahmed10@gmail.com"
"500482";"COMMERCE ET RÉPARATION AUTOMOBILE";"COMMERCE DE GROS D ÉQUIPEMENTS AUTOMOBILES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"INCENDIE COMMERCIAL / LEASING";"0";"0.0250515350419937";"ahmed10@gmail.com"
"500482";"COMMERCE ET RÉPARATION AUTOMOBILE";"COMMERCE DE GROS D ÉQUIPEMENTS AUTOMOBILES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES";"0";"0.0";"ahmed10@gmail.com"
"503555";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D AUTRES PRODUITS INTERMÉDIAIRES";"OMNICANAL AUTOMOBILE PACK2";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"OMNICANAL AUTOMOBILE PACK2";"1";"0.9999999999572694";"ahmed10@gmail.com"
"503555";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D AUTRES PRODUITS INTERMÉDIAIRES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE";"1";"0.9947669008274734";"ahmed10@gmail.com"
"503555";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D AUTRES PRODUITS INTERMÉDIAIRES";"OMNICANAL AUTOMOBILE PACK2";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE LEASING";"0";"0.249543106597521";"ahmed10@gmail.com"
"503555";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D AUTRES PRODUITS INTERMÉDIAIRES";"OMNICANAL AUTOMOBILE PACK2";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE";"0";"0.1876159875516757";"ahmed10@gmail.com"
"503555";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D AUTRES PRODUITS INTERMÉDIAIRES";"OMNICANAL AUTOMOBILE PACK2";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"INCENDIE COMMERCIAL / LEASING";"0";"0.1637661501986582";"ahmed10@gmail.com"
"503555";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D AUTRES PRODUITS INTERMÉDIAIRES";"OMNICANAL AUTOMOBILE PACK2";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES";"0";"0.1388171214806282";"ahmed10@gmail.com"
"503555";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D AUTRES PRODUITS INTERMÉDIAIRES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE LEASING";"0";"0.1209500518698346";"ahmed10@gmail.com"
"503555";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D AUTRES PRODUITS INTERMÉDIAIRES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"INCENDIE COMMERCIAL / LEASING";"0";"0.0117435669973828";"ahmed10@gmail.com"
"503555";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D AUTRES PRODUITS INTERMÉDIAIRES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES";"0";"0.0";"ahmed10@gmail.com"
"503556";"TRAVAIL DES MÉTAUX";"FABRICATION DE CONSTRUCTIONS MÉTALLIQUES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Industries & Manufacturing";"AUTOMOBILE";"1";"0.9999999999575584";"ahmed10@gmail.com"
"503556";"TRAVAIL DES MÉTAUX";"FABRICATION DE CONSTRUCTIONS MÉTALLIQUES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Industries & Manufacturing";"INCENDIE RISQUES INDUSTRIEL";"0";"0.0";"ahmed10@gmail.com"
"503556";"TRAVAIL DES MÉTAUX";"FABRICATION DE CONSTRUCTIONS MÉTALLIQUES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Industries & Manufacturing";"BRIS DE MACHINES";"0";"0.0";"ahmed10@gmail.com"
"503556";"TRAVAIL DES MÉTAUX";"FABRICATION DE CONSTRUCTIONS MÉTALLIQUES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Industries & Manufacturing";"RC ENTRPRISES INDUSTRIELLES";"0";"0.0";"ahmed10@gmail.com"
"505957";"";"CLINIQUE";"RESPONSABILITE CIVILE";"RISQUES DIVERS";"RESPONSABILITE CIVILE";"0.0";"Other";"RESPONSABILITE CIVILE";"1";"0.0";"ahmed10@gmail.com"
"508931";"AGRICULTURE, CHASSE, SERVICES ANNEXES";"CULTURE DE CÉRÉALES ; CULTURES INDUSTRIELLES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"AUTOMOBILE II";"1";"0.9999999999515834";"ahmed10@gmail.com"
"508931";"AGRICULTURE, CHASSE, SERVICES ANNEXES";"CULTURE DE CÉRÉALES ; CULTURES INDUSTRIELLES";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Other";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9798809957255824";"ahmed10@gmail.com"
"508931";"AGRICULTURE, CHASSE, SERVICES ANNEXES";"CULTURE DE CÉRÉALES ; CULTURES INDUSTRIELLES";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.0718603560740804";"ahmed10@gmail.com"
"508931";"AGRICULTURE, CHASSE, SERVICES ANNEXES";"CULTURE DE CÉRÉALES ; CULTURES INDUSTRIELLES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.0";"ahmed10@gmail.com"
"515402";"CONSTRUCTION";"PEINTURE";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Construction & Real Estate";"POLICE ABONNEMENT(FACULTE MARITIME)";"1";"0.9999999999524256";"ahmed10@gmail.com"
"515402";"CONSTRUCTION";"PEINTURE";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Construction & Real Estate";"RC ENTREPRISE DE BATIMENT ET TRAVAUX PUBLIC";"0";"0.0527871762290678";"ahmed10@gmail.com"
"515402";"CONSTRUCTION";"PEINTURE";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Construction & Real Estate";"TOUS RISQUES CHANTIER";"0";"0.0527871762290678";"ahmed10@gmail.com"
"515402";"CONSTRUCTION";"PEINTURE";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Construction & Real Estate";"RESPONSABILITE DECENNALE";"0";"0.0441971925566483";"ahmed10@gmail.com"
"515402";"CONSTRUCTION";"PEINTURE";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Construction & Real Estate";"MULTIRISQUES PROFESSIONNELLES";"0";"0.0";"ahmed10@gmail.com"
"527395";"FABRICATION D INSTRUMENTS MÉDICAUX, DE PRÉCISION, D OPTIQUE ET D HORLOGERIE";"FABRICATION DE MATÉRIEL D IMAGERIE MÉDICALE ET DE RADIOLOGIE";"SANTE ET PREVOYANCE";"GROUPE-MALADIE";"MALADIE";"0.0";"Industries & Manufacturing";"SANTE ET PREVOYANCE";"1";"0.9999999999422464";"ahmed10@gmail.com"
"527395";"FABRICATION D INSTRUMENTS MÉDICAUX, DE PRÉCISION, D OPTIQUE ET D HORLOGERIE";"FABRICATION DE MATÉRIEL D IMAGERIE MÉDICALE ET DE RADIOLOGIE";"SANTE ET PREVOYANCE";"GROUPE-MALADIE";"MALADIE";"0.0";"Industries & Manufacturing";"RC ENTRPRISES INDUSTRIELLES";"0";"0.0";"ahmed10@gmail.com"
"527395";"FABRICATION D INSTRUMENTS MÉDICAUX, DE PRÉCISION, D OPTIQUE ET D HORLOGERIE";"FABRICATION DE MATÉRIEL D IMAGERIE MÉDICALE ET DE RADIOLOGIE";"SANTE ET PREVOYANCE";"GROUPE-MALADIE";"MALADIE";"0.0";"Industries & Manufacturing";"INCENDIE RISQUES INDUSTRIEL";"0";"0.0";"ahmed10@gmail.com"
"527395";"FABRICATION D INSTRUMENTS MÉDICAUX, DE PRÉCISION, D OPTIQUE ET D HORLOGERIE";"FABRICATION DE MATÉRIEL D IMAGERIE MÉDICALE ET DE RADIOLOGIE";"SANTE ET PREVOYANCE";"GROUPE-MALADIE";"MALADIE";"0.0";"Industries & Manufacturing";"BRIS DE MACHINES";"0";"0.0";"ahmed10@gmail.com"
"530663";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9999999999531756";"ahmed10@gmail.com"
"530663";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"SANTE ET PREVOYANCE";"GROUPE-MALADIE";"MALADIE";"0.0";"Transport & Logistics";"SANTE ET PREVOYANCE";"1";"0.7997183292950408";"ahmed10@gmail.com"
"530663";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE TERRESTRE)";"0";"0.0219923046676323";"ahmed10@gmail.com"
